Unnamed: 0,Name,Symbol,MarketCap,Price,Country,name,codice,pricecap,price,country
0.0,Apple,AAPL,$2.278 T,$143.21,USA,Apple,AAPL,$2.143 T,$134.76,USA
1.0,Microsoft,MSFT,$1.917 T,$257.22,USA,Microsoft,MSFT,$1.783 T,$239.23,USA
2.0,Saudi Aramco,2222.SR,$1.810 T,$8.23,S. Arabia,Saudi Aramco,2222.SR,$1.878 T,$8.54,S. Arabia
3.0,Alphabet (Google),GOOG,$1.232 T,$95.31,USA,Alphabet (Google),GOOG,$1.195 T,$92.80,USA
4.0,Amazon,AMZN,$934.27 B,$91.58,USA,Amazon,AMZN,$1.000 T,$98.12,USA
5.0,Berkshire Hathaway ,BRK-B,$681.64 B,$309.29,USA,,,,,
6.0,UnitedHealth,UNH,$503.01 B,$538.36,USA,UnitedHealth,UNH,$457.42 B,$489.57,USA
7.0,Tesla,TSLA,$495.13 B,$156.80,USA,Tesla,TSLA,$386.50 B,$122.40,USA
8.0,Johnson & Johnson,JNJ,$469.97 B,$179.76,USA,Johnson & Johnson,JNJ,$453.42 B,$173.43,USA
9.0,Visa,V,$451.73 B,$213.32,USA,Visa,V,$472.35 B,$223.06,USA
10.0,NVIDIA,NVDA,$440.43 B,$176.74,USA,NVIDIA,NVDA,$421.12 B,$168.99,USA
11.0,Exxon Mobil,XOM,$438.43 B,$106.46,USA,Exxon Mobil,XOM,$465.98 B,$113.15,USA
12.0,TSMC,TSM,$414.99 B,$80.02,Taiwan,TSMC,TSM,$450.14 B,$86.80,Taiwan
13.0,Tencent,TCEHY,$399.25 B,$41.75,China,Tencent,TCEHY,$458.31 B,$47.80,China
14.0,Walmart,WMT,$395.53 B,$146.67,USA,Walmart,WMT,$391.81 B,$145.29,USA
15.0,JPMorgan Chase,JPM,$391.31 B,$133.41,USA,JPMorgan Chase,JPM,$419.47 B,$143.01,USA
16.0,LVMH,MC.PA,$379.86 B,$758.09,France,LVMH,MC.PA,$427.45 B,$853.07,France
17.0,Procter & Gamble,PG,$362.18 B,$152.84,USA,Procter & Gamble,PG,$357.54 B,$150.88,USA
18.0,Eli Lilly,LLY,$345.38 B,$363.50,USA,Eli Lilly,LLY,$343.60 B,$361.62,USA
19.0,Mastercard,MA,$343.73 B,$357.51,USA,Mastercard,MA,$361.04 B,$375.52,USA
20.0,Home Depot,HD,$339.82 B,$333.43,USA,Home Depot,HD,$337.56 B,$331.21,USA
21.0,Chevron,CVX,$333.22 B,$172.33,USA,Chevron,CVX,$343.33 B,$177.56,USA
22.0,Nestlé,NESN.SW,$328.43 B,$119.43,Switzerland,Nestlé,NESN.SW,$339.24 B,$123.36,Switzerland
23.0,Meta Platforms (Facebook),META,$322.40 B,$121.59,USA,Meta Platforms (Facebook),META,$359.18 B,$136.98,USA
24.0,Kweichow Moutai,600519.SS,$322.17 B,$256.46,China,Kweichow Moutai,600519.SS,$358.62 B,$285.49,China
25.0,Pfizer,PFE,$305.81 B,$54.48,USA,Pfizer,PFE,$268.59 B,$47.85,USA
26.0,Samsung,005930.KS,$304.53 B,$45.31,S. Korea,Samsung,005930.KS,$331.69 B,$49.38,S. Korea
27.0,Novo Nordisk,NVO,$303.18 B,$134.72,Denmark,Novo Nordisk,NVO,$306.65 B,$136.32,Denmark
28.0,AbbVie,ABBV,$291.55 B,$164.86,USA,AbbVie,ABBV,$271.63 B,$153.60,USA
29.0,Merck,MRK,$282.82 B,$111.55,USA,Merck,MRK,$284.59 B,$112.25,USA
30.0,Coca-Cola,KO,$276.72 B,$63.99,USA,Coca-Cola,KO,$265.65 B,$61.43,USA
31.0,Roche,ROG.SW,$271.06 B,$329.03,Switzerland,Roche,ROG.SW,$259.53 B,$315.84,Switzerland
32.0,Bank of America ,BAC,$258.96 B,$32.28,USA,,,,,
33.0,Pepsico,PEP,$252.61 B,$183.36,USA,Pepsico,PEP,$241.42 B,$175.24,USA
34.0,ASML,ASML,$248.27 B,$615.86,Netherlands,ASML,ASML,$265.94 B,$659.69,Netherlands
35.0,Alibaba,BABA,$240.68 B,$90.91,China,Alibaba,BABA,$310.68 B,$117.01,China
36.0,Broadcom,AVGO,$232.65 B,$574.44,USA,Broadcom,AVGO,$241.95 B,$579.00,USA
37.0,Thermo Fisher Scientific,TMO,$222.46 B,$567.23,USA,Thermo Fisher Scientific,TMO,$228.97 B,$583.84,USA
38.0,Oracle,ORCL,$220.60 B,$81.82,USA,Oracle,ORCL,$240.50 B,$89.20,USA
39.0,Astrazeneca,AZN,$218.29 B,$70.44,UK,,,,,
40.0,Costco,COST,$214.60 B,$483.52,USA,Costco,COST,$215.31 B,$485.25,USA
41.0,Reliance Industries,RELIANCE.NS,$212.05 B,$31.34,India,Reliance Industries,RELIANCE.NS,$203.52 B,$30.08,India
42.0,ICBC,1398.HK,$208.55 B,$0.49,China,ICBC,1398.HK,$221.13 B,$0.54,China
43.0,Cisco,CSCO,$202.52 B,$49.30,USA,Cisco,CSCO,$200.80 B,$48.88,USA
44.0,McDonald,MCD,$201.07 B,$274.53,USA,McDonald,MCD,$196.94 B,$268.89,USA
45.0,L'Oréal,OR.PA,$199.66 B,$372.34,France,L'Oréal,OR.PA,$219.77 B,$410.03,France
46.0,Danaher,DHR,$199.62 B,$274.23,USA,Danaher,DHR,$199.18 B,$273.62,USA
47.0,Shell,SHEL,$199.54 B,$56.76,UK,Shell,SHEL,$208.24 B,$59.61,UK
48.0,Novartis,NVS,$199.03 B,$92.53,Switzerland,Novartis,NVS,$195.87 B,$91.06,Switzerland
49.0,Toyota,TM,$197.36 B,$144.65,Japan,Toyota,TM,$191.42 B,$140.30,Japan
50.0,Abbott Laboratories,ABT,$193.98 B,$111.26,USA,Abbott Laboratories,ABT,$197.91 B,$113.51,USA
51.0,Accenture,ACN,$183.78 B,$291.45,Ireland,Accenture,ACN,$177.81 B,$282.14,Ireland
52.0,T-Mobile US,TMUS,$177.11 B,$142.36,USA,T-Mobile US,TMUS,$186.22 B,$149.68,USA
53.0,Nike,NKE,$174.37 B,$111.45,USA,Nike,NKE,$199.78 B,$128.85,USA
54.0,Nextera Energy,NEE,$172.98 B,$87.05,USA,Nextera Energy,NEE,$168.27 B,$84.68,USA
55.0,Walt Disney,DIS,$171.69 B,$94.15,USA,Walt Disney,DIS,$181.26 B,$99.40,USA
56.0,Hermès,RMS.PA,$170.61 B,"$1,632",France,Hermès,RMS.PA,$184.59 B,"$1,760",France
57.0,Linde,LIN,$168.46 B,$342.01,UK,Linde,LIN,$164.56 B,$334.11,UK
58.0,Bristol-Myers Squibb,BMY,$164.01 B,$77.14,USA,Bristol-Myers Squibb,BMY,$154.16 B,$72.51,USA
59.0,Wells Fargo,WFC,$160.72 B,$42.18,USA,Wells Fargo,WFC,$168.49 B,$44.22,USA
60.0,Texas Instruments,TXN,$159.56 B,$175.82,USA,Texas Instruments,TXN,$162.46 B,$179.01,USA
61.0,United Parcel Service,UPS,$159.41 B,$184.31,USA,United Parcel Service,UPS,$157.54 B,$182.15,USA
62.0,Philip Morris,PM,$158.83 B,$102.46,USA,Philip Morris,PM,$157.65 B,$101.70,USA
63.0,Adobe,ADBE,$158.02 B,$339.92,USA,Adobe,ADBE,$160.10 B,$344.38,USA
64.0,BHP Group,BHP,$157.92 B,$62.41,Australia,BHP Group,BHP,$175.31 B,$69.28,Australia
65.0,Verizon,VZ,$157.28 B,$37.45,USA,Verizon,VZ,$175.80 B,$41.86,USA
66.0,Morgan Stanley,MS,$152.95 B,$90.50,USA,Morgan Stanley,MS,$154.91 B,$91.66,USA
67.0,Comcast,CMCSA,$152.83 B,$35.35,USA,Comcast,CMCSA,$168.31 B,$38.93,USA
68.0,TotalEnergies,TTE,$151.30 B,$60.67,France,TotalEnergies,TTE,$160.03 B,$64.63,France
69.0,China Construction Bank,601939.SS,$150.61 B,$0.80,China,China Construction Bank,601939.SS,$164.36 B,$0.84,China
70.0,CATL,300750.SZ,$148.55 B,$60.82,China,CATL,300750.SZ,$162.80 B,$66.66,China
71.0,Raytheon Technologies,RTX,$146.93 B,$99.95,USA,Raytheon Technologies,RTX,$145.06 B,$98.68,USA
72.0,Tata Consultancy Services,TCS.NS,$146.67 B,$40.08,India,Tata Consultancy Services,TCS.NS,$150.14 B,$41.03,India
73.0,Amgen,AMGN,$144.66 B,$271.13,USA,Amgen,AMGN,$144.98 B,$271.73,USA
74.0,China Mobile,0941.HK,$144.38 B,$6.60,China,China Mobile,0941.HK,$154.54 B,$7.06,China
75.0,Honeywell,HON,$144.36 B,$214.72,USA,Honeywell,HON,$145.63 B,$216.61,USA
76.0,Charles Schwab,SCHW,$144.33 B,$77.32,USA,Charles Schwab,SCHW,$154.90 B,$82.98,USA
77.0,Agricultural Bank of China,601288.SS,$142.12 B,$0.41,China,Agricultural Bank of China,601288.SS,$149.59 B,$0.43,China
78.0,Netflix,NFLX,$141.44 B,$317.83,USA,Netflix,NFLX,$148.11 B,$332.82,USA
79.0,Meituan,3690.HK,$140.76 B,$22.74,China,Meituan,3690.HK,$131.24 B,$21.21,China
80.0,ConocoPhillips,COP,$140.64 B,$112.87,USA,ConocoPhillips,COP,$151.36 B,$121.47,USA
81.0,Prosus,PRX.AS,$139.46 B,$69.57,Netherlands,Prosus,PRX.AS,$163.46 B,$81.54,Netherlands
82.0,Dior,CDI.PA,$136.61 B,$757.24,France,Dior,CDI.PA,$151.16 B,$837.32,France
83.0,QUALCOMM,QCOM,$136.43 B,$121.71,USA,QUALCOMM,QCOM,$134.78 B,$120.24,USA
84.0,Salesforce,CRM,$134.75 B,$134.75,USA,Salesforce,CRM,$149.50 B,$149.51,USA
85.0,AT&T,T,$134.70 B,$18.90,USA,AT&T,T,$139.33 B,$19.55,USA
86.0,IBM,IBM,$134.32 B,$149.86,USA,IBM,IBM,$130.76 B,$145.89,USA
87.0,Union Pacific Corporation,UNP,$133.76 B,$217.58,USA,Union Pacific Corporation,UNP,$131.09 B,$213.23,USA
88.0,Deere & Company,DE,$132.32 B,$438.44,USA,Deere & Company,DE,$130.63 B,$439.63,USA
89.0,CVS Health,CVS,$132.29 B,$100.68,USA,CVS Health,CVS,$118.15 B,$89.92,USA
90.0,CM Bank,3968.HK,$132.08 B,$5.34,China,CM Bank,3968.HK,$152.13 B,$6.26,China
91.0,Royal Bank Of Canada,RY,$132.03 B,$95.48,Canada,Royal Bank Of Canada,RY,$138.66 B,$100.27,Canada
92.0,Unilever,UL,$130.10 B,$51.36,UK,Unilever,UL,$130.24 B,$51.44,UK
93.0,HDFC Bank,HDB,$128.72 B,$69.26,India,HDFC Bank,HDB,$125.51 B,$67.52,India
94.0,SAP,SAP,$128.31 B,$109.71,Germany,SAP,SAP,$136.85 B,$117.01,Germany
95.0,Lowe's Companies,LOW,$128.26 B,$212.11,USA,Lowe's Companies,LOW,$128.29 B,$212.16,USA
96.0,AIA,1299.HK,$128.07 B,$10.89,Hong Kong,AIA,1299.HK,$131.92 B,$11.26,Hong Kong
97.0,PetroChina,601857.SS,$127.76 B,$0.73,China,PetroChina,601857.SS,$133.87 B,$0.76,China
98.0,Lockheed Martin,LMT,$127.15 B,$485.19,USA,Lockheed Martin,LMT,$117.88 B,$449.83,USA
99.0,Elevance Health,ELV,$124.83 B,$520.15,USA,Elevance Health,ELV,$115.35 B,$483.00,USA
100.0,Bank of China,601988.SS,$124.27 B,$0.45,China,Bank of China,601988.SS,$133.02 B,$0.48,China
101.0,Commonwealth Bank,CBA.AX,$122.63 B,$72.62,Australia,Commonwealth Bank,CBA.AX,$126.29 B,$74.80,Australia
102.0,HSBC,HSBC,$122.28 B,$30.62,UK,HSBC,HSBC,$144.37 B,$36.15,UK
103.0,Goldman Sachs,GS,$122.03 B,$360.38,USA,Goldman Sachs,GS,$126.64 B,$374.00,USA
104.0,Caterpillar,CAT,$122.02 B,$234.48,USA,Caterpillar,CAT,$134.50 B,$258.46,USA
105.0,Sanofi,SNY,$121.55 B,$47.95,France,Sanofi,SNY,$123.57 B,$49.27,France
106.0,Anheuser-Busch Inbev,BUD,$121.22 B,$61.14,Belgium,Anheuser-Busch Inbev,BUD,$124.31 B,$60.92,Belgium
107.0,Ping An Insurance,601318.SS,$120.21 B,$6.66,China,Ping An Insurance,601318.SS,$143.44 B,$7.77,China
108.0,Lindt,LISN.SW,$119.61 B,"$104,332",Switzerland,Lindt,LISP.SW,$24.75 B,"$10,645",Switzerland
109.0,Intuit,INTU,$117.68 B,$418.92,USA,Intuit,INTU,$110.46 B,$393.21,USA
110.0,Toronto Dominion Bank,TD,$117.56 B,$64.57,Canada,Toronto Dominion Bank,TD,$120.80 B,$66.35,Canada
111.0,Starbucks,SBUX,$117.29 B,$102.19,USA,Starbucks,SBUX,$123.07 B,$107.23,USA
112.0,Intel,INTC,$116.62 B,$28.26,USA,Intel,INTC,$124.26 B,$30.11,USA
113.0,China Life Insurance,601628.SS,$116.58 B,$5.05,China,China Life Insurance,601628.SS,$130.76 B,$5.59,China
114.0,Equinor,EQNR,$116.02 B,$37.09,Norway,Equinor,EQNR,$98.03 B,$31.42,Norway
115.0,S&P Global,SPGI,$115.28 B,$353.84,USA,S&P Global,SPGI,$119.81 B,$366.38,USA
116.0,American Express,AXP,$115.15 B,$154.11,USA,American Express,AXP,$116.38 B,$155.76,USA
117.0,Rio Tinto,RIO,$115.03 B,$70.72,UK,Rio Tinto,RIO,$125.69 B,$77.55,UK
118.0,Pinduoduo,PDD,$113.80 B,$90.01,China,Pinduoduo,PDD,$122.64 B,$97.00,China
119.0,Prologis,PLD,$112.22 B,$121.58,USA,Prologis,PLD,$112.52 B,$121.90,USA
120.0,Boeing,BA,$112.19 B,$188.25,USA,Boeing,BA,$127.61 B,$214.13,USA
121.0,AMD,AMD,$111.13 B,$68.93,USA,AMD,AMD,$114.47 B,$71.00,USA
122.0,Gilead Sciences,GILD,$110.87 B,$88.40,USA,Gilead Sciences,GILD,$108.20 B,$86.27,USA
123.0,Siemens,SIE.DE,$110.09 B,$138.91,Germany,Siemens,SIE.DE,$122.91 B,$155.08,Germany
124.0,Automatic Data Processing,ADP,$107.88 B,$260.08,USA,Automatic Data Processing,ADP,$101.78 B,$245.36,USA
125.0,Diageo,DEO,$107.27 B,$188.85,UK,Diageo,DEO,$103.84 B,$183.21,UK
126.0,BlackRock,BLK,$106.86 B,$711.52,USA,BlackRock,BLK,$112.91 B,$753.99,USA
127.0,Jingdong Mall,JD,$105.69 B,$58.57,China,Jingdong Mall,JD,$113.48 B,$63.60,China
128.0,BP,BP,$104.90 B,$34.80,UK,BP,BP,$107.46 B,$35.56,UK
129.0,Medtronic,MDT,$104.80 B,$78.79,Ireland,Medtronic,MDT,$107.19 B,$80.59,Ireland
130.0,American Tower,AMT,$102.36 B,$219.85,USA,American Tower,AMT,$108.39 B,$232.81,USA
131.0,Cigna,CI,$102.32 B,$334.68,USA,Cigna,CI,$96.06 B,$314.21,USA
132.0,Deutsche Telekom,DTE.DE,$101.84 B,$20.48,Germany,Deutsche Telekom,DTE.DE,$110.82 B,$22.29,Germany
133.0,Wuliangye Yibin,000858.SZ,$101.36 B,$26.11,China,Wuliangye Yibin,000858.SZ,$119.63 B,$30.82,China
134.0,Sony,SONY,$100.58 B,$81.23,Japan,Sony,SONY,$105.95 B,$85.75,Japan
135.0,BYD,002594.SZ,$100.44 B,$38.96,China,BYD,002594.SZ,$106.16 B,$40.86,China
136.0,Keyence,6861.T,$100.28 B,$413.49,Japan,Keyence,6861.T,$103.07 B,$425.01,Japan
137.0,Intuitive Surgical,ISRG,$99.17 B,$280.65,USA,Intuitive Surgical,ISRG,$91.49 B,$258.90,USA
138.0,Porsche,P911.DE,$98.79 B,$108.45,Germany,Porsche,P911.DE,$101.31 B,$111.21,Germany
139.0,CSL,CSL.AX,$97.43 B,$202.06,Australia,CSL,CSL.AX,$96.40 B,$199.92,Australia
140.0,Stryker Corporation,SYK,$96.05 B,$253.82,USA,Stryker Corporation,SYK,$98.32 B,$259.82,USA
141.0,NTT (Nippon Telegraph & Telephone),NPPXF,$95.03 B,$27.55,Japan,NTT (Nippon Telegraph & Telephone),NPPXF,$100.55 B,$29.15,Japan
142.0,Applied Materials,AMAT,$94.32 B,$109.64,USA,Applied Materials,AMAT,$92.83 B,$109.97,USA
143.0,Airbus,AIR.PA,$94.16 B,$119.56,Netherlands,Airbus,AIR.PA,$98.71 B,$125.35,Netherlands
144.0,British American Tobacco,BTI,$91.95 B,$41.11,UK,British American Tobacco,BTI,$85.85 B,$38.40,UK
145.0,Mondelez,MDLZ,$91.85 B,$67.26,USA,Mondelez,MDLZ,$91.57 B,$67.06,USA
146.0,TJX Companies,TJX,$91.61 B,$79.29,USA,TJX Companies,TJX,$94.20 B,$81.53,USA
147.0,Chubb,CB,$89.99 B,$216.82,Switzerland,Chubb,CB,$94.29 B,$227.19,Switzerland
148.0,Citigroup,C,$89.05 B,$45.98,USA,Citigroup,C,$96.68 B,$49.92,USA
149.0,General Electric,GE,$89.01 B,$81.47,USA,General Electric,GE,$87.63 B,$80.20,USA
150.0,Estee Lauder,EL,$88.92 B,$249.22,USA,Estee Lauder,EL,$95.34 B,$267.22,USA
151.0,Analog Devices,ADI,$87.43 B,$171.68,USA,Analog Devices,ADI,$86.06 B,$168.98,USA
152.0,Glencore,GLCNF,$87.30 B,$6.70,Switzerland,Glencore,GLCNF,$87.42 B,$6.84,Switzerland
153.0,Allianz,ALV.DE,$87.09 B,$215.94,Germany,Allianz,ALV.DE,$95.92 B,$237.84,Germany
154.0,LG Energy Solution,373220.KS,$86.89 B,$371.36,S. Korea,LG Energy Solution,373220.KS,$90.87 B,$388.37,S. Korea
155.0,Merck KGaA,MRK.DE,$86.20 B,$198.28,Germany,Merck KGaA,MRK.DE,$94.03 B,$216.28,Germany
156.0,Marsh & McLennan Companies,MMC,$85.49 B,$172.37,USA,Marsh & McLennan Companies,MMC,$86.38 B,$173.38,USA
157.0,EssilorLuxottica,EL.PA,$85.47 B,$192.26,France,EssilorLuxottica,EL.PA,$85.34 B,$188.86,France
158.0,Canadian National Railway,CNI,$85.30 B,$125.83,Canada,Canadian National Railway,CNI,$83.84 B,$123.69,Canada
159.0,ServiceNow,NOW,$84.51 B,$418.39,USA,ServiceNow,NOW,$83.80 B,$414.89,USA
160.0,Altria Group,MO,$84.46 B,$47.13,USA,Altria Group,MO,$81.75 B,$45.62,USA
161.0,Volkswagen,VOW3.DE,$84.11 B,$145.87,Germany,Volkswagen,VOW3.DE,$80.00 B,$136.88,Germany
162.0,Inditex,IDEXY,$84.09 B,$13.50,Spain,Inditex,IDEXY,$93.01 B,$14.94,Spain
163.0,PayPal,PYPL,$82.80 B,$72.63,USA,PayPal,PYPL,$90.60 B,$79.48,USA
164.0,Northrop Grumman,NOC,$81.84 B,$531.78,USA,Northrop Grumman,NOC,$71.01 B,$461.43,USA
165.0,Regeneron Pharmaceuticals,REGN,$81.67 B,$750.00,USA,Regeneron Pharmaceuticals,REGN,$78.64 B,$722.13,USA
166.0,Schneider Electric,SU.PA,$81.53 B,$145.83,France,Schneider Electric,SU.PA,$89.68 B,$160.41,France
167.0,Enbridge,ENB,$80.40 B,$39.71,Canada,Enbridge,ENB,$84.62 B,$41.76,Canada
168.0,Moderna,MRNA,$80.27 B,$208.95,USA,Moderna,MRNA,$73.76 B,$192.00,USA
169.0,Vertex Pharmaceuticals,VRTX,$80.11 B,$312.09,USA,Vertex Pharmaceuticals,VRTX,$77.24 B,$300.94,USA
170.0,Duke Energy,DUK,$79.54 B,$103.30,USA,Duke Energy,DUK,$80.84 B,$104.98,USA
171.0,Infosys,INFY,$79.38 B,$18.72,India,Infosys,INFY,$77.58 B,$18.52,India
172.0,Al Rajhi Bank,1120.SR,$78.52 B,$19.63,S. Arabia,Al Rajhi Bank,1120.SR,$83.11 B,$20.78,S. Arabia
173.0,Booking Holdings (Booking.com),BKNG,$77.84 B,"$2,007",USA,Booking Holdings (Booking.com),BKNG,$89.26 B,"$2,301",USA
174.0,Vale,VALE,$77.63 B,$16.41,Brazil,Vale,VALE,$85.43 B,$18.43,Brazil
175.0,ICICI Bank,IBN,$77.63 B,$22.26,India,ICICI Bank,IBN,$75.59 B,$21.67,India
176.0,Southern Company,SO,$77.41 B,$71.11,USA,Southern Company,SO,$76.55 B,$70.32,USA
177.0,China Shenhua Energy,601088.SS,$76.38 B,$4.07,China,China Shenhua Energy,601088.SS,$81.09 B,$4.27,China
178.0,Air Liquide,AI.PA,$76.35 B,$145.87,France,Air Liquide,AI.PA,$82.56 B,$156.97,France
179.0,Hindustan Unilever,HINDUNILVR.NS,$75.69 B,$32.21,India,Hindustan Unilever,HINDUNILVR.NS,$75.10 B,$31.96,India
180.0,Compagnie Financière Richemont,CFR.SW,$74.70 B,$131.66,Switzerland,Compagnie Financière Richemont,CFR.SW,$84.48 B,$148.89,Switzerland
181.0,Progressive,PGR,$74.04 B,$126.58,USA,Progressive,PGR,$78.18 B,$133.65,USA
182.0,EOG Resources,EOG,$73.97 B,$125.93,USA,EOG Resources,EOG,$76.04 B,$129.46,USA
183.0,GlaxoSmithKline,GSK,$73.53 B,$35.92,UK,GlaxoSmithKline,GSK,$72.42 B,$35.38,UK
184.0,Gazprom,GAZP.ME,$73.26 B,$3.10,Russia,,,,,
185.0,Mercedes-Benz,MBG.DE,$73.20 B,$68.42,Germany,Mercedes-Benz,MBG.DE,$77.97 B,$72.88,Germany
186.0,Canadian Pacific Railway,CP,$72.92 B,$78.40,Canada,Canadian Pacific Railway,CP,$73.66 B,$79.11,Canada
187.0,Sinopec,600028.SS,$72.39 B,$0.63,China,Sinopec,600028.SS,$76.56 B,$0.67,China
188.0,Air Products and Chemicals,APD,$72.17 B,$325.12,USA,Air Products and Chemicals,APD,$69.12 B,$311.40,USA
189.0,Becton Dickinson,BDX,$71.98 B,$254.04,USA,Becton Dickinson,BDX,$72.72 B,$255.85,USA
190.0,Zurich Insurance Group,ZURN.SW,$71.88 B,$484.72,Switzerland,Zurich Insurance Group,ZURN.SW,$70.78 B,$477.35,Switzerland
191.0,Schlumberger,SLB,$71.50 B,$50.43,USA,Schlumberger,SLB,$82.64 B,$58.28,USA
192.0,Iberdrola,IBE.MC,$71.40 B,$11.68,Spain,Iberdrola,IBE.MC,$72.22 B,$11.82,Spain
193.0,Mitsubishi UFJ Financial,MUFG,$70.74 B,$5.50,Japan,Mitsubishi UFJ Financial,MUFG,$99.04 B,$7.70,Japan
194.0,Zoetis,ZTS,$70.74 B,$151.78,USA,Zoetis,ZTS,$75.00 B,$160.92,USA
195.0,Target,TGT,$70.20 B,$152.51,USA,Target,TGT,$75.76 B,$164.60,USA
196.0,3M,MMM,$69.69 B,$126.09,USA,3M,MMM,$71.58 B,$129.51,USA
197.0,BNP Paribas,BNP.PA,$69.54 B,$56.38,France,BNP Paribas,BNP.PA,$80.18 B,$65.00,France
198.0,HCA Healthcare,HCA,$69.18 B,$244.70,USA,HCA Healthcare,HCA,$73.18 B,$258.87,USA
199.0,Illinois Tool Works ,ITW,$68.87 B,$224.22,USA,,,,,
200.0,CSX Corporation,CSX,$68.68 B,$32.67,USA,CSX Corporation,CSX,$68.16 B,$32.42,USA
201.0,General Dynamics,GD,$68.36 B,$249.02,USA,General Dynamics,GD,$65.97 B,$240.29,USA
202.0,Waste Management,WM,$68.36 B,$166.54,USA,Waste Management,WM,$63.29 B,$154.19,USA
203.0,Boston Scientific,BSX,$67.57 B,$47.18,USA,Boston Scientific,BSX,$66.64 B,$46.53,USA
204.0,SoftBank,9984.T,$67.51 B,$46.17,Japan,SoftBank,9984.T,$66.18 B,$45.26,Japan
205.0,AXA,CS.PA,$67.49 B,$28.71,France,AXA,CS.PA,$70.81 B,$30.53,France
206.0,Bank Central Asia,BBCA.JK,$67.10 B,$0.54,Indonesia,Bank Central Asia,BBCA.JK,$66.36 B,$0.54,Indonesia
207.0,State Bank of India,SBIN.NS,$67.01 B,$7.51,India,State Bank of India,SBIN.NS,$66.23 B,$7.42,India
208.0,China Yangtze Power,600900.SS,$66.97 B,$2.94,China,China Yangtze Power,600900.SS,$71.17 B,$3.13,China
209.0,Colgate-Palmolive,CL,$66.26 B,$79.34,USA,Colgate-Palmolive,CL,$65.02 B,$77.85,USA
210.0,U.S. Bancorp,USB,$66.24 B,$43.29,USA,U.S. Bancorp,USB,$72.42 B,$47.33,USA
211.0,Humana,HUM,$66.02 B,$521.51,USA,Humana,HUM,$62.20 B,$491.36,USA
212.0,National Australia Bank,NAB.AX,$66.00 B,$20.94,Australia,National Australia Bank,NAB.AX,$69.52 B,$22.05,Australia
213.0,Equinix,EQIX,$65.09 B,$703.43,USA,Equinix,EQIX,$66.80 B,$721.89,USA
214.0,SABIC,2010.SR,$64.96 B,$21.65,S. Arabia,SABIC,2010.SR,$76.00 B,$25.34,S. Arabia
215.0,Fiserv,FISV,$64.71 B,$101.91,USA,Fiserv,FISV,$65.12 B,$102.56,USA
216.0,DBS Group,D05.SI,$64.68 B,$25.13,Singapore,DBS Group,D05.SI,$67.85 B,$26.37,Singapore
217.0,Kering,KER.PA,$64.62 B,$528.26,France,Kering,KER.PA,$74.48 B,$609.37,France
218.0,Sherwin-Williams,SHW,$64.44 B,$248.68,USA,Sherwin-Williams,SHW,$63.71 B,$245.88,USA
219.0,KDDI,9433.T,$64.36 B,$29.61,Japan,KDDI,9433.T,$64.56 B,$29.70,Japan
220.0,Eaton,ETN,$64.17 B,$161.36,Ireland,Eaton,ETN,$65.40 B,$164.45,Ireland
221.0,CNOOC,0883.HK,$64.09 B,$1.29,China,CNOOC,0883.HK,$66.99 B,$1.34,China
222.0,Lam Research,LRCX,$63.85 B,$468.24,USA,Lam Research,LRCX,$64.59 B,$473.67,USA
223.0,Fast Retailing,9983.T,$63.42 B,$620.67,Japan,Fast Retailing,9983.T,$56.99 B,$557.78,Japan
224.0,Daiichi Sankyō,4568.T,$63.38 B,$33.07,Japan,Daiichi Sankyō,4568.T,$60.70 B,$31.67,Japan
225.0,Aon,AON,$63.32 B,$306.14,UK,Aon,AON,$65.60 B,$317.17,UK
226.0,China Tourism Group Duty Free,601888.SS,$63.26 B,$31.53,China,China Tourism Group Duty Free,601888.SS,$71.45 B,$34.74,China
227.0,CME Group,CME,$62.92 B,$174.92,USA,CME Group,CME,$63.17 B,$175.62,USA
228.0,Canadian Natural Resources,CNQ,$61.97 B,$55.98,Canada,Canadian Natural Resources,CNQ,$63.56 B,$57.33,Canada
229.0,Verbund AG,OEWA.F,$61.82 B,$88.07,Austria,Verbund AG,OEWA.F,$57.54 B,$82.65,Austria
230.0,Nongfu Spring,9633.HK,$61.55 B,$5.47,China,Nongfu Spring,9633.HK,$64.80 B,$5.76,China
231.0,Bank of Montreal,BMO,$61.44 B,$90.19,Canada,Bank of Montreal,BMO,$68.95 B,$97.95,Canada
232.0,Walmex,WMMVF,$61.02 B,$3.50,Mexico,Walmex,WMMVF,$69.25 B,$3.93,Mexico
233.0,Siemens Healthineers,SHL.DE,$60.65 B,$53.30,Germany,Siemens Healthineers,SHL.DE,$60.88 B,$54.39,Germany
234.0,Investor AB,IVS.F,$60.58 B,$19.85,Sweden,Investor AB,IVS.F,$61.79 B,$19.91,Sweden
235.0,PNC Financial Services,PNC,$60.34 B,$149.62,USA,PNC Financial Services,PNC,$66.14 B,$164.00,USA
236.0,Activision Blizzard,ATVI,$60.29 B,$77.04,USA,Activision Blizzard,ATVI,$59.99 B,$76.66,USA
237.0,Norfolk Southern,NSC,$59.82 B,$258.42,USA,Norfolk Southern,NSC,$59.06 B,$255.13,USA
238.0,Housing Development Finance Corporation,HDFC.NS,$59.63 B,$32.69,India,Housing Development Finance Corporation,HDFC.NS,$58.33 B,$31.94,India
239.0,Petrobras,PBR,$59.61 B,$9.14,Brazil,Petrobras,PBR,$70.69 B,$10.84,Brazil
