Unnamed: 0,Name,Symbol,MarketCap,Price,Country,name,codice,pricecap,price,country
1596.0,Deutsche Wohnen,DWNI.DE,$8.74 B,$22.03,Germany,Deutsche Wohnen,DWNI.DE,$10.21 B,$25.74,Germany
1597.0,Mizrahi-Tefahot,MZTF.TA,$8.73 B,$33.96,Israel,Mizrahi-Tefahot,MZTF.TA,$8.94 B,$34.69,Israel
1598.0,Kesko,KESKOA.HE,$8.73 B,$21.82,Finland,Kesko,KESKOA.HE,$9.53 B,$23.73,Finland
1599.0,Shimadzu,7701.T,$8.72 B,$29.61,Japan,Shimadzu,7701.T,$8.32 B,$28.26,Japan
1600.0,Advantech,2395.TW,$8.72 B,$11.22,Taiwan,Advantech,2395.TW,$8.90 B,$11.44,Taiwan
1601.0,Taiwan Mobile,3045.TW,$8.69 B,$3.08,Taiwan,Taiwan Mobile,3045.TW,$8.93 B,$3.17,Taiwan
1602.0,Hang Lung Properties,0101.HK,$8.69 B,$1.92,Hong Kong,Hang Lung Properties,0101.HK,$8.49 B,$1.89,Hong Kong
1603.0,New Hope Liuhe,000876.SZ,$8.68 B,$1.91,China,New Hope Liuhe,000876.SZ,$8.81 B,$1.94,China
1604.0,Legend Biotech,LEGN,$8.68 B,$51.88,USA,Legend Biotech,LEGN,$9.60 B,$57.37,USA
1605.0,American Airlines,AAL,$8.67 B,$13.35,USA,American Airlines,AAL,$11.06 B,$17.02,USA
1606.0,SRF Limited,SRF.NS,$8.66 B,$29.24,India,SRF Limited,SRF.NS,$7.94 B,$26.81,India
1607.0,Kanzhun,BZ,$8.66 B,$19.88,China,Kanzhun,BZ,$18.88 B,$23.79,China
1608.0,Mondi,MNDI.L,$8.65 B,$17.82,UK,Mondi,MNDI.L,$8.98 B,$18.28,UK
1609.0,Origin Energy,ORG.AX,$8.64 B,$5.02,Australia,Origin Energy,ORG.AX,$9.18 B,$5.33,Australia
1610.0,United Utilities,UU.L,$8.64 B,$12.67,UK,United Utilities,UU.L,$8.60 B,$12.62,UK
1611.0,JBS,JBSS3.SA,$8.64 B,$3.87,Brazil,JBS,JBSS3.SA,$9.35 B,$4.22,Brazil
1612.0,Tata Power,TATAPOWER.NS,$8.63 B,$2.70,India,Tata Power,TATAPOWER.NS,$8.13 B,$2.55,India
1613.0,Rémy Cointreau,RCO.PA,$8.61 B,$170.71,France,Rémy Cointreau,RCO.PA,$9.62 B,$191.03,France
1614.0,Dropbox,DBX,$8.60 B,$23.73,USA,Dropbox,DBX,$8.36 B,$23.07,USA
1615.0,Ascendas Reit,A17U.SI,$8.60 B,$2.05,Singapore,Ascendas Reit,A17U.SI,$8.77 B,$2.09,Singapore
1616.0,SK Group,034730.KS,$8.59 B,$155.12,S. Korea,SK Group,034730.KS,$8.71 B,$157.21,S. Korea
1617.0,PUMA,PUM.DE,$8.57 B,$56.77,Germany,PUMA,PUM.DE,$10.23 B,$68.33,Germany
1618.0,Northern Star,NST.AX,$8.56 B,$7.38,Australia,Northern Star,NST.AX,$9.95 B,$8.66,Australia
1619.0,Penumbra,PEN,$8.54 B,$224.97,USA,Penumbra,PEN,$9.03 B,$237.78,USA
1620.0,ARC Resources,ARX.TO,$8.54 B,$13.40,Canada,ARC Resources,ARX.TO,$7.73 B,$12.14,Canada
1621.0,Azrieli Group,AZRG.TA,$8.52 B,$70.29,Israel,Azrieli Group,AZRG.TA,$8.39 B,$69.20,Israel
1622.0,Fisher & Paykel Healthcare,FPH.NZ,$8.52 B,$14.76,New Zealand,Fisher & Paykel Healthcare,FPH.NZ,$8.94 B,$15.45,New Zealand
1623.0,PKO Bank Polski,P9O.F,$8.52 B,$6.63,Poland,PKO Bank Polski,P9O.F,$10.18 B,$8.15,Poland
1624.0,Comerica,CMA,$8.52 B,$65.09,USA,Comerica,CMA,$8.97 B,$68.54,USA
1625.0,Meridian Energy,MEZ.AX,$8.51 B,$3.24,New Zealand,Meridian Energy,MEZ.AX,$8.59 B,$3.33,New Zealand
1626.0,Advance Auto Parts,AAP,$8.50 B,$143.46,USA,Advance Auto Parts,AAP,$8.94 B,$151.03,USA
1627.0,Dino Polska,DNP.WA,$8.47 B,$86.42,Poland,Dino Polska,DNP.WA,$8.22 B,$83.91,Poland
1628.0,Churchill Downs,CHDN,$8.46 B,$226.42,USA,Churchill Downs,CHDN,$8.39 B,$224.40,USA
1629.0,Lincoln Electric,LECO,$8.46 B,$146.15,USA,Lincoln Electric,LECO,$9.15 B,$158.07,USA
1630.0,Floor & Decor,FND,$8.43 B,$79.48,USA,Floor & Decor,FND,$8.99 B,$84.80,USA
1631.0,Korea Zinc,010130.KS,$8.43 B,$451.59,S. Korea,Korea Zinc,010130.KS,$8.43 B,$451.82,S. Korea
1632.0,Cullen/Frost Bankers,CFR,$8.40 B,$130.77,USA,Cullen/Frost Bankers,CFR,$8.81 B,$137.09,USA
1633.0,SK Telecom,SKM,$8.40 B,$21.25,S. Korea,SK Telecom,SKM,$8.10 B,$20.62,S. Korea
1634.0,Bajaj Holdings & Investment,BAJAJHLDNG.NS,$8.39 B,$75.45,India,Bajaj Holdings & Investment,BAJAJHLDNG.NS,$7.96 B,$71.59,India
1635.0,Mowi,MNHVF,$8.38 B,$15.59,Norway,Mowi,MNHVF,$9.01 B,$16.85,Norway
1636.0,Banque Cantonale Vaudoise,BCVN.SW,$8.37 B,$97.47,Switzerland,Banque Cantonale Vaudoise,BCVN.SW,$8.07 B,$94.05,Switzerland
1637.0,Dentsu,4324.T,$8.35 B,$31.56,Japan,Dentsu,4324.T,$8.33 B,$31.47,Japan
1638.0,Dish Network,DISH,$8.35 B,$15.74,USA,Dish Network,DISH,$7.68 B,$14.49,USA
1639.0,Jardine Cycle & Carriage,C07.SI,$8.34 B,$21.13,Singapore,Jardine Cycle & Carriage,C07.SI,$8.29 B,$21.00,Singapore
1640.0,Signify Health,SGFY,$8.34 B,$28.54,USA,Signify Health,SGFY,$8.44 B,$28.88,USA
1641.0,Genpact,G,$8.34 B,$45.54,Bermuda,Genpact,G,$8.74 B,$47.72,Bermuda
1642.0,AngloGold Ashanti,AU,$8.32 B,$19.51,South Africa,AngloGold Ashanti,AU,$9.69 B,$23.18,South Africa
1643.0,Catalent,CTLT,$8.32 B,$46.26,USA,Catalent,CTLT,$8.83 B,$49.08,USA
1644.0,Tōkyō Gas,9531.T,$8.31 B,$19.18,Japan,Tōkyō Gas,9531.T,$8.32 B,$19.21,Japan
1645.0,Tetra Tech,TTEK,$8.30 B,$156.71,USA,Tetra Tech,TTEK,$7.87 B,$148.56,USA
1646.0,Jefferies Financial Group,JEF,$8.29 B,$36.24,USA,Jefferies Financial Group,JEF,$9.15 B,$40.47,USA
1647.0,Commerce Bancshares,CBSH,$8.28 B,$66.12,USA,Commerce Bancshares,CBSH,$8.77 B,$70.06,USA
1648.0,Hasbro,HAS,$8.28 B,$59.96,USA,Hasbro,HAS,$9.11 B,$66.02,USA
1649.0,Switch,SWCH,$8.27 B,$34.25,USA,Switch,SWCH,$8.27 B,$34.25,USA
1650.0,Genting Singapore,G13.SI,$8.25 B,$0.68,Singapore,Genting Singapore,G13.SI,$9.12 B,$0.76,Singapore
1651.0,National Retail Properties,NNN,$8.24 B,$46.13,USA,National Retail Properties,NNN,$8.50 B,$47.56,USA
1652.0,XP Inc.,XP,$8.23 B,$14.70,Brazil,XP Inc.,XP,$9.32 B,$16.65,Brazil
1653.0,Yamaha Motor,7272.T,$8.22 B,$24.33,Japan,Yamaha Motor,7272.T,$7.74 B,$22.91,Japan
1654.0,Plains All American Pipeline,PAA,$8.20 B,$11.75,USA,Plains All American Pipeline,PAA,$8.42 B,$12.07,USA
1655.0,Mediobanca,MB.MI,$8.20 B,$9.78,Italy,Mediobanca,MB.MI,$8.80 B,$10.49,Italy
1656.0,Robert Half,RHI,$8.20 B,$75.59,USA,Robert Half,RHI,$8.40 B,$77.50,USA
1657.0,SEI Investments,SEIC,$8.19 B,$60.78,USA,SEI Investments,SEIC,$8.36 B,$62.07,USA
1658.0,Banco Santander México,BSMX,$8.19 B,$6.04,Mexico,Banco Santander México,BSMX,$8.51 B,$6.28,Mexico
1659.0,International Consolidated Airlines,BABWF,$8.17 B,$1.63,Spain,International Consolidated Airlines,BABWF,$9.31 B,$1.88,Spain
1660.0,Pearson,PSO,$8.16 B,$11.27,UK,Pearson,PSO,$8.15 B,$11.35,UK
1661.0,Sinopharm,1099.HK,$8.14 B,$2.61,China,Sinopharm,1099.HK,$8.01 B,$2.57,China
1662.0,DCP Midstream,DCP,$8.14 B,$39.09,USA,DCP Midstream,DCP,$8.74 B,$41.98,USA
1663.0,UGI Corporation,UGI,$8.14 B,$38.84,USA,UGI Corporation,UGI,$8.53 B,$40.72,USA
1664.0,Marico,MARICO.NS,$8.12 B,$6.29,India,Marico,MARICO.NS,$7.92 B,$6.13,India
1665.0,Indian Overseas Bank,IOB.NS,$8.11 B,$0.43,India,Indian Overseas Bank,IOB.NS,$7.49 B,$0.40,India
1666.0,OGE Energy,OGE,$8.11 B,$40.53,USA,OGE Energy,OGE,$7.99 B,$39.94,USA
1667.0,Ford Otosan,FROTO.IS,$8.11 B,$23.11,Turkey,Ford Otosan,FROTO.IS,$9.11 B,$25.97,Turkey
1668.0,Metso Outotec (Mo Group),MOCORP.HE,$8.09 B,$9.81,Finland,Metso Outotec (Mo Group),MOCORP.HE,$9.18 B,$11.12,Finland
1669.0,Arabian Internet and Communications Services,7202.SR,$8.09 B,$68.15,S. Arabia,Arabian Internet and Communications Services,7202.SR,$7.59 B,$63.94,S. Arabia
1670.0,Doosan Enerbility,034020.KS,$8.09 B,$12.68,S. Korea,Doosan Enerbility,034020.KS,$8.51 B,$13.34,S. Korea
1671.0,Exact Sciences,EXAS,$8.09 B,$45.54,USA,Exact Sciences,EXAS,$12.25 B,$68.96,USA
1672.0,Vipshop,VIPS,$8.09 B,$13.26,China,Vipshop,VIPS,$9.56 B,$15.67,China
1673.0,OCI,OCI.AS,$8.08 B,$38.23,Netherlands,OCI,OCI.AS,$7.20 B,$34.32,Netherlands
1674.0,Apollo Hospitals,APOLLOHOSP.NS,$8.08 B,$56.25,India,Apollo Hospitals,APOLLOHOSP.NS,$7.60 B,$52.86,India
1675.0,United Spirits,UNITDSPR.BO,$8.07 B,$11.38,India,United Spirits,UNITDSPR.BO,$7.36 B,$10.38,India
1676.0,Lifco,LIFCO-B.ST,$8.07 B,$17.50,Sweden,Lifco,LIFCO-B.ST,$8.53 B,$18.78,Sweden
1677.0,Cleveland-Cliffs,CLF,$8.06 B,$15.66,USA,Cleveland-Cliffs,CLF,$10.78 B,$20.92,USA
1678.0,Intertek,ITRK.L,$8.06 B,$49.97,UK,Intertek,ITRK.L,$8.55 B,$53.03,UK
1679.0,Euronext,ENX.PA,$8.05 B,$75.61,Netherlands,Euronext,ENX.PA,$8.64 B,$80.74,Netherlands
1680.0,Alcoa,AA,$8.05 B,$45.50,USA,Alcoa,AA,$9.66 B,$54.61,USA
1681.0,Regal Rexnord,RRX,$8.03 B,$121.52,USA,Regal Rexnord,RRX,$9.08 B,$137.33,USA
1682.0,HMM,011200.KS,$8.03 B,$16.43,S. Korea,HMM,011200.KS,$8.45 B,$17.30,S. Korea
1683.0,Punjab National Bank,PNB.NS,$8.02 B,$0.73,India,Punjab National Bank,PNB.NS,$7.98 B,$0.72,India
1684.0,Hamamatsu,6965.T,$8.02 B,$51.81,Japan,Hamamatsu,6965.T,$7.89 B,$51.02,Japan
1685.0,Choice Properties REIT,CHP-UN.TO,$8.02 B,$11.09,Canada,Choice Properties REIT,CHP-UN.TO,$8.39 B,$11.61,Canada
1686.0,US Foods,USFD,$8.01 B,$35.64,USA,US Foods,USFD,$8.38 B,$37.29,USA
1687.0,Novocure,NVCR,$7.99 B,$76.16,rsey,Novocure,NVCR,$9.86 B,$93.99,Jersey
1688.0,Want Want China,0151.HK,$7.97 B,$0.67,Hong Kong,Want Want China,0151.HK,$8.36 B,$0.70,Hong Kong
1689.0,Samsung Electro-Mechanics,009155.KS,$7.97 B,$53.03,S. Korea,Samsung Electro-Mechanics,009155.KS,$8.81 B,$56.82,S. Korea
1690.0,ShockWave Medical,SWAV,$7.97 B,$220.55,USA,ShockWave Medical,SWAV,$7.29 B,$201.91,USA
1691.0,NOV,NOV,$7.95 B,$20.25,USA,NOV,NOV,$9.14 B,$23.28,USA
1692.0,Whirlpool,WHR,$7.95 B,$146.00,USA,Whirlpool,WHR,$8.40 B,$154.29,USA
1693.0,OpenText,OTEX,$7.95 B,$29.43,Canada,OpenText,OTEX,$8.81 B,$32.61,Canada
1694.0,Avis Budget Group,CAR,$7.94 B,$191.63,USA,Avis Budget Group,CAR,$7.91 B,$190.90,USA
1695.0,Jones Lang LaSalle,JLL,$7.93 B,$167.13,USA,Jones Lang LaSalle,JLL,$8.40 B,$177.16,USA
1696.0,RenaissanceRe,RNR,$7.92 B,$181.39,Bermuda,RenaissanceRe,RNR,$8.66 B,$198.25,Bermuda
1697.0,Fortune Brands Home & Security,FBHS,$7.92 B,$61.90,USA,Fortune Brands Home & Security,FBHS,$7.92 B,$61.90,USA
1698.0,ICICI Prulife,ICICIPRULI.NS,$7.92 B,$5.51,India,ICICI Prulife,ICICIPRULI.NS,$8.45 B,$5.88,India
1699.0,Française des Jeux,FDJ.VI,$7.91 B,$41.51,France,Française des Jeux,FDJ.VI,$8.21 B,$43.07,France
1700.0,Sofina,SOF.VI,$7.91 B,$235.63,Belgium,Sofina,SOF.VI,$9.12 B,$251.52,Belgium
1701.0,ENKA,ENKAI.IS,$7.91 B,$1.35,Turkey,ENKA,ENKAI.IS,$9.99 B,$1.71,Turkey
1702.0,Halozyme Therapeutics,HALO,$7.91 B,$58.52,USA,Halozyme Therapeutics,HALO,$6.80 B,$50.34,USA
1703.0,Insurance Australia Group,IAG.AX,$7.87 B,$3.21,Australia,Insurance Australia Group,IAG.AX,$8.27 B,$3.38,Australia
1704.0,Americold,COLD,$7.87 B,$29.23,USA,Americold,COLD,$8.40 B,$31.18,USA
1705.0,Unum,UNM,$7.87 B,$39.57,USA,Unum,UNM,$8.23 B,$41.37,USA
1706.0,Bangkok Bank,BBL.BK,$7.86 B,$4.12,Thailand,Bangkok Bank,BBL.BK,$9.14 B,$4.79,Thailand
1707.0,Becle,CUERVO.MX,$7.86 B,$2.19,Mexico,Becle,CUERVO.MX,$8.58 B,$2.39,Mexico
1708.0,Indutrade,INDT.ST,$7.86 B,$21.59,Sweden,Indutrade,INDT.ST,$8.29 B,$22.70,Sweden
1709.0,Webster Financial,WBS,$7.85 B,$45.17,USA,Webster Financial,WBS,$8.35 B,$48.01,USA
1710.0,DiaSorin,DIA.MI,$7.85 B,$145.91,Italy,DiaSorin,DIA.MI,$7.74 B,$141.45,Italy
1711.0,Oracle Corp Japan,4716.T,$7.85 B,$61.21,Japan,Oracle Corp Japan,4716.T,$8.34 B,$65.03,Japan
1712.0,Nissin Foods,2897.T,$7.85 B,$77.43,Japan,Nissin Foods,2897.T,$7.87 B,$77.65,Japan
1713.0,Yes Bank,YESBANK.NS,$7.83 B,$0.27,India,Yes Bank,YESBANK.NS,$7.13 B,$0.25,India
1714.0,ST Engineering,SJX.F,$7.81 B,$2.47,Singapore,ST Engineering,SJX.F,$8.11 B,$2.61,Singapore
1715.0,Xero,XRO.AX,$7.81 B,$51.55,New Zealand,Xero,XRO.AX,$7.85 B,$51.78,New Zealand
1716.0,LG Household & Health Care,051905.KS,$7.80 B,$233.06,S. Korea,LG Household & Health Care,051905.KS,$8.90 B,$246.92,S. Korea
1717.0,Sagax,SAGA-B.ST,$7.80 B,$24.45,Sweden,Sagax,SAGA-B.ST,$8.84 B,$26.68,Sweden
1718.0,Adaro Energy,ADRO.JK,$7.79 B,$0.25,Indonesia,Adaro Energy,ADRO.JK,$6.38 B,$0.20,Indonesia
1719.0,Unibail-Rodamco-Westfield,URW.AS,$7.77 B,$56.06,France,Unibail-Rodamco-Westfield,URW.AS,$8.58 B,$61.86,France
1720.0,Fresnillo,FNLPF,$7.77 B,$10.55,Mexico,Fresnillo,FNLPF,$8.67 B,$11.60,Mexico
1721.0,Grupo Aeroportuario del Pacífico,PAC,$7.76 B,$153.71,Mexico,Grupo Aeroportuario del Pacífico,PAC,$8.71 B,$172.40,Mexico
1722.0,GAIL,GAIL.NS,$7.76 B,$1.18,India,GAIL,GAIL.NS,$7.84 B,$1.19,India
1723.0,S-OIL,010950.KS,$7.75 B,$67.32,S. Korea,S-OIL,010950.KS,$7.93 B,$69.03,S. Korea
1724.0,Acadia Healthcare,ACHC,$7.75 B,$85.23,USA,Acadia Healthcare,ACHC,$7.82 B,$86.00,USA
1725.0,CCL Industries,CCL-B.TO,$7.74 B,$43.65,Canada,CCL Industries,CCL-B.TO,$7.97 B,$45.03,Canada
1726.0,China Gas,0384.HK,$7.74 B,$1.42,China,China Gas,0384.HK,$8.27 B,$1.52,China
1727.0,Williams-Sonoma,WSM,$7.73 B,$116.25,USA,Williams-Sonoma,WSM,$8.55 B,$128.51,USA
1728.0,Nippon Building Fund,8951.T,$7.72 B,"$4,543",Japan,Nippon Building Fund,8951.T,$7.38 B,"$4,343",Japan
1729.0,Admiral Group,ADM.L,$7.72 B,$25.51,UK,Admiral Group,ADM.L,$8.26 B,$26.06,UK
1730.0,Traton,8TRA.DE,$7.72 B,$15.44,Germany,Traton,8TRA.DE,$8.52 B,$17.05,Germany
1731.0,Sibanye-Stillwater,SBSW,$7.71 B,$10.71,South Africa,Sibanye-Stillwater,SBSW,$8.71 B,$12.31,South Africa
1732.0,Rohm,6963.T,$7.71 B,$78.60,Japan,Rohm,6963.T,$7.42 B,$75.64,Japan
1733.0,Manhattan Associates,MANH,$7.71 B,$123.60,USA,Manhattan Associates,MANH,$7.63 B,$122.40,USA
1734.0,Chemed,CHE,$7.70 B,$518.35,USA,Chemed,CHE,$7.39 B,$497.45,USA
1735.0,Pershing Square Holdings,PSHZF,$7.70 B,$35.72,USA,Pershing Square Holdings,PSHZF,$7.85 B,$36.42,USA
1736.0,KEPCO,9503.T,$7.70 B,$8.63,Japan,KEPCO,9503.T,$8.40 B,$9.41,Japan
1737.0,IDBI Bank,IDBI.NS,$7.70 B,$0.72,India,IDBI Bank,IDBI.NS,$7.35 B,$0.68,India
1738.0,Erdemir,EREGL.IS,$7.69 B,$2.27,Turkey,Erdemir,EREGL.IS,$7.36 B,$2.17,Turkey
1739.0,Indofood CBP,ICBP.JK,$7.69 B,$0.66,Indonesia,Indofood CBP,ICBP.JK,$8.01 B,$0.69,Indonesia
1740.0,St. James's Place,STJ.L,$7.67 B,$14.10,UK,St. James's Place,STJ.L,$8.32 B,$15.30,UK
1741.0,Nutanix,NTNX,$7.66 B,$33.32,USA,Nutanix,NTNX,$6.14 B,$26.70,USA
1742.0,Lear Corporation,LEA,$7.66 B,$129.62,USA,Lear Corporation,LEA,$8.14 B,$137.78,USA
1743.0,Gecina,GFC.PA,$7.65 B,$103.71,France,Gecina,GFC.PA,$8.72 B,$118.16,France
1744.0,Tokyu,9005.T,$7.65 B,$12.70,Japan,Tokyu,9005.T,$7.46 B,$12.39,Japan
1745.0,Globant,GLOB,$7.62 B,$182.50,Luxembourg,Globant,GLOB,$7.02 B,$168.26,Luxembourg
1746.0,Masimo,MASI,$7.62 B,$145.00,USA,Masimo,MASI,$8.23 B,$156.75,USA
1747.0,JD Sports Fashion,JD.L,$7.61 B,$1.47,UK,JD Sports Fashion,JD.L,$10.14 B,$1.96,UK
1748.0,Sealed Air,SEE,$7.61 B,$52.61,USA,Sealed Air,SEE,$7.88 B,$54.48,USA
1749.0,Ally,ALLY,$7.60 B,$25.48,USA,Ally,ALLY,$8.08 B,$27.06,USA
1750.0,Berry Global,BERY,$7.60 B,$61.29,USA,Berry Global,BERY,$7.49 B,$61.55,USA
1751.0,Sinopac Financial Holdings,2890.TW,$7.60 B,$0.57,Taiwan,Sinopac Financial Holdings,2890.TW,$7.69 B,$0.57,Taiwan
1752.0,Auckland Airport,AIA.AX,$7.60 B,$5.16,New Zealand,Auckland Airport,AIA.AX,$7.84 B,$5.33,New Zealand
1753.0,Qantas Airways,QAN.AX,$7.59 B,$4.18,Australia,Qantas Airways,QAN.AX,$8.30 B,$4.57,Australia
1754.0,Robinhood,HOOD,$7.59 B,$9.09,USA,Robinhood,HOOD,$7.78 B,$9.32,USA
1755.0,Shanghai Commercial and Savings Bank,5876.TW,$7.57 B,$1.56,Taiwan,Shanghai Commercial and Savings Bank,5876.TW,$7.49 B,$1.55,Taiwan
1756.0,Union Bank of India,UNIONBANK.NS,$7.57 B,$1.11,India,Union Bank of India,UNIONBANK.NS,$6.97 B,$1.02,India
1757.0,Capri Holdings,CPRI,$7.57 B,$58.78,UK,Capri Holdings,CPRI,$8.27 B,$64.23,UK
1758.0,AGC,5201.T,$7.56 B,$34.13,Japan,AGC,5201.T,$7.65 B,$34.53,Japan
1759.0,Shoprite,SHP.JO,$7.56 B,$13.53,South Africa,Shoprite,SHP.JO,$7.85 B,$14.48,South Africa
1760.0,Middleby,MIDD,$7.55 B,$140.27,USA,Middleby,MIDD,$8.13 B,$151.00,USA
1761.0,Phoenix Group,PHNX.L,$7.55 B,$7.55,UK,Phoenix Group,PHNX.L,$7.65 B,$7.65,UK
1762.0,Grupo ACS,ACS.MC,$7.55 B,$28.64,Spain,Grupo ACS,ACS.MC,$8.17 B,$31.00,Spain
1763.0,PetGas (Petronas Gas),6033.KL,$7.55 B,$3.82,Malaysia,PetGas (Petronas Gas),6033.KL,$7.78 B,$3.94,Malaysia
1764.0,ABB India,ABB.NS,$7.54 B,$35.61,India,ABB India,ABB.NS,$7.49 B,$35.35,India
1765.0,Orion Corporation,ORNAV.HE,$7.54 B,$53.64,Finland,Orion Corporation,ORNAV.HE,$7.65 B,$54.52,Finland
1766.0,GEA Group,G1A.F,$7.54 B,$41.91,Germany,GEA Group,G1A.F,$7.78 B,$43.91,Germany
1767.0,Pentair,PNR,$7.54 B,$45.84,UK,Pentair,PNR,$8.31 B,$50.52,UK
1768.0,Mitsubishi Chemical Holdings,4188.T,$7.53 B,$5.30,Japan,Mitsubishi Chemical Holdings,4188.T,$7.40 B,$5.21,Japan
1769.0,Ciena,CIEN,$7.53 B,$50.77,USA,Ciena,CIEN,$7.58 B,$51.09,USA
1770.0,Grupo Aeroportuario del Sureste,ASR,$7.53 B,$246.69,Mexico,Grupo Aeroportuario del Sureste,ASR,$8.12 B,$270.86,Mexico
1771.0,Cholamandalam Investment and Finance,CHOLAFIN.NS,$7.52 B,$9.16,India,Cholamandalam Investment and Finance,CHOLAFIN.NS,$6.99 B,$8.51,India
1772.0,Canadian Utilities,CU.TO,$7.51 B,$27.85,Canada,Canadian Utilities,CU.TO,$7.62 B,$28.26,Canada
1773.0,Elbit Systems,ESLT,$7.49 B,$168.17,Israel,Elbit Systems,ESLT,$7.62 B,$172.01,Israel
1774.0,NRG Energy,NRG,$7.48 B,$32.47,USA,NRG Energy,NRG,$7.34 B,$31.88,USA
1775.0,GitLab,GTLB,$7.44 B,$49.70,USA,GitLab,GTLB,$6.73 B,$44.97,USA
1776.0,Mobile TeleSystems,MTSS.ME,$7.43 B,$4.30,Russia,,,,,
1777.0,Olin,OLN,$7.42 B,$54.24,USA,Olin,OLN,$7.74 B,$56.56,USA
1778.0,Globus Medical,GMED,$7.42 B,$74.40,USA,Globus Medical,GMED,$7.42 B,$74.40,USA
1779.0,WH Group,0288.HK,$7.42 B,$0.58,Hong Kong,WH Group,0288.HK,$8.03 B,$0.63,Hong Kong
1780.0,SKF (Svenska Kullagerfabriken),SKF-B.ST,$7.42 B,$16.27,Sweden,SKF (Svenska Kullagerfabriken),SKF-B.ST,$7.89 B,$17.72,Sweden
1781.0,Covestro,1COV.F,$7.41 B,$38.40,Germany,Covestro,1COV.F,$8.62 B,$44.66,Germany
1782.0,Advanced Drainage Systems,WMS,$7.41 B,$89.51,USA,Advanced Drainage Systems,WMS,$7.35 B,$88.73,USA
1783.0,Orkla,ORKLF,$7.40 B,$7.30,Norway,Orkla,ORKLF,$7.38 B,$7.41,Norway
1784.0,Banco Santander-Chile,BSAC,$7.40 B,$15.56,Chile,Banco Santander-Chile,BSAC,$7.56 B,$16.05,Chile
1785.0,OTP Bank,OTP.F,$7.39 B,$26.46,ngary,OTP Bank,OTP.F,$8.36 B,$29.31,Hungary
1786.0,Healthcare Realty,HR,$7.39 B,$19.44,USA,Healthcare Realty,HR,$7.85 B,$20.65,USA
1787.0,Kingdom Holding,4280.SR,$7.39 B,$2.00,S. Arabia,Kingdom Holding,4280.SR,$7.61 B,$2.05,S. Arabia
1788.0,Inspire Medical Systems,INSP,$7.39 B,$255.87,USA,Inspire Medical Systems,INSP,$7.42 B,$256.93,USA
1789.0,BKW AG ,BKW.SW,$7.37 B,$139.76,Switzerland,,,,,
1790.0,ICICI Lombard,ICICIGI.NS,$7.37 B,$15.00,India,ICICI Lombard,ICICIGI.NS,$7.55 B,$15.38,India
1791.0,Taiwan Cement,1101.TW,$7.35 B,$1.09,Taiwan,Taiwan Cement,1101.TW,$8.62 B,$1.21,Taiwan
1792.0,Nestle Malaysia,4707.KL,$7.35 B,$31.35,Malaysia,Nestle Malaysia,4707.KL,$7.33 B,$31.26,Malaysia
1793.0,Japan Exchange Group,8697.T,$7.34 B,$13.92,Japan,Japan Exchange Group,8697.T,$7.61 B,$14.44,Japan
1794.0,Signature Bank,SBNY,$7.34 B,$116.65,USA,Signature Bank,SBNY,$7.44 B,$118.37,USA
1795.0,KT Corporation,KT,$7.33 B,$14.28,S. Korea,KT Corporation,KT,$7.18 B,$14.04,S. Korea
1796.0,Kongsberg Gruppen,KOG.OL,$7.33 B,$41.49,Norway,Kongsberg Gruppen,KOG.OL,$6.95 B,$39.38,Norway
1797.0,Hankyu Hanshin Holdings,9042.T,$7.32 B,$30.42,Japan,Hankyu Hanshin Holdings,9042.T,$6.99 B,$29.03,Japan
1798.0,Royal Gold,RGLD,$7.32 B,$111.56,USA,Royal Gold,RGLD,$8.44 B,$128.65,USA
1799.0,WEX,WEX,$7.31 B,$167.79,USA,WEX,WEX,$7.69 B,$176.54,USA
1800.0,ZOZO,3092.T,$7.30 B,$24.37,Japan,ZOZO,3092.T,$7.05 B,$23.53,Japan
1801.0,Old Republic International,ORI,$7.30 B,$24.00,USA,Old Republic International,ORI,$7.42 B,$24.40,USA
1802.0,Procore,PCOR,$7.29 B,$52.88,USA,Procore,PCOR,$7.11 B,$51.58,USA
1803.0,Monotaro,3064.T,$7.29 B,$14.68,Japan,Monotaro,3064.T,$7.42 B,$14.94,Japan
1804.0,Rakuten,4755.T,$7.29 B,$4.59,Japan,Rakuten,4755.T,$7.69 B,$4.84,Japan
1805.0,Ralph Lauren,RL,$7.28 B,$110.47,USA,Ralph Lauren,RL,$7.83 B,$118.81,USA
1806.0,Edison,EDNR.MI,$7.28 B,$1.52,Italy,Edison,EDNR.MI,$7.74 B,$1.62,Italy
1807.0,Donaldson,DCI,$7.28 B,$59.86,USA,Donaldson,DCI,$7.50 B,$61.71,USA
1808.0,Organon,OGN,$7.27 B,$28.62,USA,Organon,OGN,$8.15 B,$32.06,USA
1809.0,MISC Berhad,3816.KL,$7.27 B,$1.63,Malaysia,MISC Berhad,3816.KL,$7.49 B,$1.68,Malaysia
1810.0,Elm Company,7203.SR,$7.26 B,$90.87,S. Arabia,Elm Company,7203.SR,$7.09 B,$88.71,S. Arabia
1811.0,Sabesp,SBS,$7.26 B,$10.38,Brazil,Sabesp,SBS,$7.31 B,$10.70,Brazil
1812.0,Rational AG,RAA.F,$7.25 B,$636.44,Germany,Rational AG,RAA.F,$7.66 B,$674.42,Germany
